UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,OriginalTweetClean,PredictedSentiment,PredictedSentimentNB,PredictedSentimentRF
85,45037,,10-03-2020,"@realDonaldTrump .-.
THE BALM OF CORONAVIRUS

#DonaldTrump with lies or with rumor
Never recognized his sense of humor
..so he sells us his balm
..tells us just to stay calm
And blames it all on the consumer. #COVID19 #Trumpdemic #coronaviru",Negative,balm coronavirus lie rumor recognize sense humor sell balm tell stay calm blame consumer,2,2,2
86,45038,Worldwide,10-03-2020,Q1 #earnings are expected to be heavily impacted by #coronavirus with steep declines in commodity prices and analysts cutting estimates. @TDhillon33 and @DaveAurelio analyse the data: https://t.co/1uhWfTLx6u #TrustedData #Refinitiv  #COVID19 https://t.co/afvLnL1zIA,Negative,expect heavily impact steep decline commodity price analyst cut estimate analyse data,2,2,2
87,45039,"Galway, Ireland",10-03-2020,"These are some of the suggestions to slow/stop #COVID2019
1. Work remotely from home 
2. Online school/ lectures
 3.Keep updated on the HSE/Dept of Health website 
4. Order shopping online for delivery ALL  NEED BROADBAND #remoteworking #broadband #rural",Negative,suggestion slowstop work remotely home online school lecture update hsedept health website order shop online delivery need broadband,0,0,0
88,45040,IN,10-03-2020,Retailers gouging consumer on Clorox spray wipes and sanitizers. What use to be under $5 is now $29 or more Even if its available! Gee bet they make it all in China. ????? #sanitizer #coronavirus,Neutral,retailer gouge consumer clorox spray wipe sanitizer use available gee bet china,0,0,0
89,45041,Massachusetts,10-03-2020,"Stay vigilant, stay safe. As we adapt to COVID-19, know that our office is here for you. We can answer questions about scams, sick time, and fraud.

Consumer Hotline: 617-727-8400
Health Care Hotline: 1-888-830-6277
Fair Labor Hotline: 617-727-3465 https://t.co/GjNWCmtY1U",Negative,stay vigilant stay safe adapt know office answer question scam sick time fraud consumer hotline health care hotline fair labor hotline,0,0,0
90,45042,"New Jersey, USA ??",10-03-2020,"Even without the #coronavirus, suspension or elimination of the #payrolltax is the quickest and most sensible means of enhancing consumer liquidity for working Americans, especially part-time and low wage workers.

Once again, @realDonaldTrump is doing exactly the right thing.",Negative,suspension elimination quickest sensible mean enhance consumer liquidity work americans especially parttime low wage worker exactly right thing,2,2,2
91,45043,East of England,10-03-2020,"This is the advice from national US health experts for over 60's on avoiding #coronavirus

""CDC: Americans over 60 should stock up on food and medications and avoid venturing out as the coronavirus spreads""

UK gov: wash your hands &amp; carry on

#Covid_19 

https://t.co/QKolJTOPdr",Negative,advice national health expert avoid cdc americans stock food medication avoid venture coronavirus spread uk gov wash hand carry,2,2,2
92,45044,Ipswich,10-03-2020,"The awful impacts of the #Coronavirus are continuing to be felt around the world. 
These events in China are also affecting the UK container industry. But what does this mean for you as a consumer, looking to buy #ShippingContainers?
Find out more: https://t.co/ir3YeBoFbS
#MrBox https://t.co/wLHwiAVhIB",Negative,awful impact continue feel world event china affect uk container industry mean consumer look buy find,0,0,0
93,45045,England,10-03-2020,Wash your hands more often for 20 seconds with soap and water. Or use hand sanitiser.,Positive,wash hand second soap water use hand sanitiser,0,0,0
94,45046,North Carolina,10-03-2020,"Coronavirus, COVID-19, oil price drop will lead to US recession - Business Insider https://t.co/A7hsqwQDOe",Negative,coronavirus oil price drop lead recession business insider,2,2,2
95,45047,,10-03-2020,"My German colleagues have confirmed that Hamsterkäufe, as in how a hamster stuffs its cheeks with food, is indeed the German term for panic buying. This is the cute news I need today.
#hamsterkäufe #COVID2019 #covid19ireland #Coronavirusireland #panicbuyingireland #panicbuying https://t.co/b5PwFU9tvz",Negative,german colleague confirm hamsterk ufe hamster stuff cheek food german term panic buying cute news need today,2,2,2
96,45048,Ireland,10-03-2020,"The government must provide hand sanitizer in all public buildings and transport hubs, as a matter of the utmost urgency.

The state must penalize any business trying to profit from this crisis by rising prices for essential items like hand sanitizer. #COVID19ireland #COVID2019 https://t.co/tzyJ2KwJp7",Extremely Positive,government provide hand sanitizer public building transport hub matter utmost urgency state penalize business try profit crisis rise price essential item like hand sanitizer,0,0,0
97,45049,United States,10-03-2020,What You Need If Quarantined at Home | #Coronavirus - Consumer Reports https://t.co/fqPmJIBlfd,Neutral,need quarantine home consumer report,1,1,1
98,45050,"Indianapolis, IN",10-03-2020,"See the new @FujifilmX_US X-T4 and X100V at Roberts! Join us on Saturday March 14th at Roberts Downtown location from 10am to 5pm.

Make sure to stop in and register for a FREE mystery giveaway! https://t.co/KUA79uARxv https://t.co/P6etFT5U7f",Extremely Positive,new roberts join saturday march roberts downtown location sure stop register free mystery giveaway,0,0,0
99,45051,"San Diego, CA",10-03-2020,"Spiking prices during a state of emergency is a crime, REPORT IT: https://t.co/k4Zt898LQl 

#Coronavirus #COVID2019 https://t.co/3FgvYt93W7",Extremely Negative,spike price state emergency crime report,2,2,2
100,45052,,10-03-2020,"Besides canned food and toilet paper.

https://t.co/oo3UHc9HxO
$KR $TGT $WMT $AMZN $COST $CVS #investing #stocks #coronavirus #covid19 #market #economy",Neutral,can food toilet paper kr tgt wmt amzn cost cvs,2,2,2
101,45053,"Hyderabad, India",10-03-2020,"@NileshShah68 I have summarized the most important points from the paper in this thread:
https://t.co/dTZg4vg8VM",Positive,summarize important point paper thread,0,0,0
102,45054,USA,10-03-2020,@HLAurora63 My husband asked me today if we should stock up on food and supplies ? #CoronaVirus,Neutral,husband ask today stock food supply,1,1,1
103,45055,"Washington, DC",10-03-2020,Missouri AG sues televangelist for advertising Silver Solution as a cure for coronavirus https://t.co/wUffral0NW https://t.co/Q5kAOjafCt,Positive,missouri ag sue televangelist advertising silver solution cure coronavirus,0,0,0
104,45056,"Washington, DC",10-03-2020,"President Trump: ""It will go away.  Just stay calm.  It will go away."" https://t.co/J8aF2Zb8v0",Positive,president trump away stay calm away,0,0,0
105,45057,Canada,10-03-2020,You actually need to stock pile on food first before you can actually use all that toilet paper.   But you have you eat it before you need to use the toilet.  Only then will you have the need for toilet paper #toiletpaper #covid19 #coronavirus #idiots,Neutral,actually need stock pile food actually use toilet paper eat need use toilet need toilet paper,1,1,1
106,45058,"Hamilton, Ontario, Canada",10-03-2020,"We (@hamiltonpoverty) are calling on Canadian Federal Government ?? to provide #BasicIncome 'Well-being and Stimulus Payments' during current COVID-19 situation. A basic income (even interim) could help keep people healthy, then revive consumer confidence and spending. #CdnPoli https://t.co/wRmkWLhJku",Extremely Positive,call canadian federal government provide wellbee stimulus payment current situation basic income interim help people healthy revive consumer confidence spending,0,0,0
107,45059,,10-03-2020,"Solid advice for seniors, their family members &amp; those of who have #complexhealth care needs.@CDC: Older #Americans should consider stocking up on food, medications &amp; avoid venturing out as #coronavirus spreads https://t.co/yiDKEL9m1a #COVID19Canada #CoronavirusCanada #bcseniors",Positive,solid advice senior family member care need old consider stock food medication avoid venture spread,0,0,0
108,45060,"Hackney, London",10-03-2020,"Local media in Naples reported that Seria A football players Callejon, Llorente and Ospinta were among the people queuing outside a supermarket last night to stock up on food during the #coronavirus emergency.",Negative,local medium naple report seria football player callejon llorente ospinta people queue outside supermarket night stock food emergency,2,2,2
109,45061,,10-03-2020,"Reminder: a State of Emergency is in effect statewide due to #Coronavirus.

Californians are protected from illegal price gouging on housing, gas, food, and other essential supplies. https://t.co/nw5FHsodTj https://t.co/r8wH8MSped",Negative,reminder state emergency effect statewide californian protect illegal price gouge housing gas food essential supply,2,2,2
110,45062,,10-03-2020,"Just thinking if we have to close schools, how many children may lose access to main source of meals.  And what will happen to demand at food banks. #trusselltrust #coronavirus #foodbanks #poverty #uk https://t.co/Mw71RzC6z1",Negative,think close school child lose access main source meal happen demand food bank,2,2,2
111,45063,United States,11-03-2020,"@realDonaldTrump What can you do about #COVID2019? 

- dont go out sick
- wash hands
- call ahead, wear mask to doctor
- stock up food, medicines
- work from home
- keep social distances
- hand sanitizer after surfaces
- avoid touching",Negative,don sick wash hand ahead wear mask doctor stock food medicine work home social distance hand sanitizer surface avoid touch,0,0,0
112,45064, England.,11-03-2020,"As I appear to be absolutely no good at stock piling/panic buying  food goods and toilet rolls for the #coronavirus I'm moving on to something I'm good at buying ?

Tin whistles and Apple Watch bands.

Better than toilet rolls ? https://t.co/UdI4PYuLDh",Positive,appear absolutely no good stock pilingpanic buying food good toilet roll I m move I m good buy tin whistle apple watch band well toilet roll,0,0,0
113,45065,United States,11-03-2020,"Pretty good chance that your waiter/waitress, grocery/department store clerk, or Uber/Taxi driver, doesn't have health insurance or paid sick leave. 

Also a pretty good chance that these people come in contact with #COVID19 #coronavirus 

Still think Bernie's radical? Good luck.",Extremely Positive,pretty good chance waiterwaitress grocerydepartment store clerk ubertaxi driver do not health insurance pay sick leave pretty good chance people come contact think bernie radical good luck,0,0,0
114,45066,"Highland, MI",11-03-2020,"I dont understand the run on toilet paper. 

You would think that youd stock up on food first. Without food, you wont need the toilet paper. #coronavirus",Negative,don understand run toilet paper think stock food food win need toilet paper,0,0,0
